Memorial University of Newfoundland (Grenfell Campus),ETA
Middlesex University,없음
Monterrey Institute of Technology and Higher Education,
NATIONAL CHIAO TUNG UNIVERSITY,Taiwan Entry Permit Application
NEOMA Business School,학생비자
NHL Stenden University of Applied Sciences,
Nagasaki University,
Nagoya University,
Nagoya Univesity ,학생 비자
Nankai University,X2
Nanyang Technological University,Student Pass
National Chengchi University,Visitor Visa
National Chiao Tung University,일반 학생비자
National Chung Cheng University,모름
National Institute for Oriental Languages and Civilizations,학생비자
National Sun Yat-sen University,
National Taipei University of Technology,대만 방문비자
National Taiwan Normal University,
National Taiwan University,  Visitor(방문비자) 
National University of Ireland,
Niels Brock Copenhagen Business College,
Nipissing University,ETA
Nishogakusha University,
North Park University,J1
Northumbria University,
Northwestern Polytechnical University,X2
Okanagan College,
Okayama University,
Osnabrueck University of Applied Sciences,
PUSHKIN STATE RUSSIAN LANGUAGE INSTITUTE,학생 단수 비자
Pantheon-Sorbonne University,
Paris Dauphine University,학생비자
Paris School of Business,
Peking University,X2
Pennsylvania State University,J1
Polytechnic University of Milan,
Portland State University,
Pushkin Institute,J1
Queen Mary University of London,
Queen's University Belfast,
Queensland University of Technology,학생비자
RWTH Aachen University,
Radboud University Nijmegen,학생 거주확인증 (IND)
"Renmin University of China, School of Business",J1
Ritsumeikan University,유학비자
Roskilde University,
"Royal Holloway, University of London",
Ruhr Universitat Bochum,학생 비자
Ruhr University Bochum,학생비자
Ruhr University of Bochum,무비자 출국
SGH Warsaw School of Economics,학생용 비자
Sabancı University,
Saint Petersburg State University,학생비자
Shandong University,
Shanghai Jiao Tong University,JW202
Simon Fraser University,
Singapore Management University,J1
Soka University of America,유학생비자
St. Polten University of Applied Sciences,D
State University of New York,
State University of New York at Buffalo,
Stendhal University,
Stockholm University,Residence Permit
Sun Yat-sen University,F180 (입국 이후 F복수로 변경)
Sun-Yat-Sen University(중산대학),X2
Swinburne University of Technology,Subclass 500
TEC DE MONTERREY CAMPUS ESTADO DE MEXICO,
Tampere University,거주허가증(학생)
Tampere University of Applied Sciences,학생비자
Tampere University of Technology,
Technical University of Denmark,ST1
Technical University of Denmark (Ballerup Campus),J1
Technical University of Denmark Ballerup Campus,
Technical University of Denmark Ballerup campus,ST1
Technical University of Munich,
"Tecnologico de Monterrey, Campus Monterrey",관광비자
Tennessee Technological University,
The Australian National University (ANU),Student subclass 500
The Hague University of Applied Sciences,비자 필요 X Residence permit C
The University of Sheffield,Short term study visa
The Universiy Of Sheffield,short term student visa
Tianjin University,
Tilburg University,X
Tohoku University,유학
Toronto Metropolitan University,ETA(캐나다 관광비자)
Toyo University,ㅡ
Trinity College Dublin,필요 없음
Turku University of Applied Sciences,
ULB Universite Libre de BRUXELLES,J1
UNIVERSITY OF ALICANTE,단기 학생 비자
UNIVERSITY OF APPLIED SCIENCE OF WKW,
"UNIVERSITY OF APPLIED SCIENCE OF WKW (FACHHOCHSCHULE WIEN, 이하 FH WIEN)",
UNIVERSITY OF TOURS,D
UNIVERSITY OF TUEBINGEN,학생비자
Umea University,
United Kingdom,교환학생 비자
Universidad Autonoma de Guadalajara,
Universidad Iberoamericana,x
Universidad San Francisco de Quito,
Universit?t T?bingen,유학생 비자
Universita Cattolica del Sacro Cuore,
Universita Iuav di Venezia,Residence permit
Universite Paris Dauphine,학생 비자
Universite catholique de Lille,학생비자
Universite du Quebec a Montreal,ETA(전자여행허가)
Universite libre de Bruxelles,학생비자
University College Dublin,학생 단기 비자
University College London,
University Tuebingen,학생 비자
University at Buffalo,F1
University of Alicante,학생 단기 비자 
University of Applied Science,학생 비자
University of Applied Science Upper Austria (Wels campus),D
University of Applied Sciences Kufstein,비자 D
University of Applied Sciences Northwestern Switzerland,학생비자
University of Applied Sciences Upper Austria,
University of Applied Sciences Upper Austria (Hagenberg Campus),VISA D (학생비자)
University of Applied Sciences Upper Austria (Steyr),
University of Applied Sciences Upper Austria (Wels Campus),학생비자
University of Applied Sciences Utrecht,x
University of Applied Sciences Wiener Neustadt,
University of Applied Sciences of WKW,학생 비자
"University of Applied Sciences, Worms",
University of Arkansas,
University of Auckland,Exchange Student Visa
University of Barcelona,학생단기비자
University of Basque Country,학생 단기 비자
University of Basque Country (Biscay Campus),학생비자
University of Basque Country (Gipuzkoa Campus),단기비자
University of Basque Country (UPV/EHU),학생단기비자
University of Bern,D
University of Bristol,해당없음
University of British Columbia,ETA(전자여행허가서)
"University of California, Berkeley",
"University of California, Los Angeles",F1
"University of California, San Diego",F1
"University of California, Santa Cruz",
University of Central Lancashire,STSV
University of Colorado Boulder,F1
University of Copenhagen,ST1
University of Cyprus,
University of Deusto,J1
University of Eastern Finland,
"University of Eastern Finland, Kuopio campus",
University of Edinburgh,비자 불필요
University of Erfurt,
University of Erlangen-Nuremberg,유학생비자
University of Gavle,
University of Granada,학생 단기 비자
University of Groningen,Residence Permit (거주 허가증)
University of Hawaii at Manoa,
University of Helsinki,학생 비자
University of Iceland,
University of Illinois Springfield,J1
University of Illinois Urbana-Champaign,
University of Iowa,
University of KwaZulu-Natal,
University of Lapland,단기비자
University of Leeds,
University of Leicester,SVV
University of Lille,student
University of Malaga,학생 단기비자
University of Manchester,비자 불필요
University of Manitoba,eTA
University of Massachusetts Boston,J1
University of Melbourne,Student Visa
University of Minnesota,
University of New South Wales,학생비자
University of Newcastle,
University of North Carolina at Chapel Hill,F1
University of North Carolina at Greensboro,
University of North Florida,J1
University of Nottingham,
University of Nottingham Ningbo China,X2
University of Oklahoma,J1
University of Oslo,
University of Pecs,D1
University of Pittsburgh,J1
University of Quebec at Montreal,ETA
University of Reading,영국 방문자 비자
University of Roehampton,
University of Rostock,학생비자(현지발급)
University of Sao Paulo,
University of Saskatchewan,STUDY PERMIT
University of Sheffield,Short-term Study Visa
University of South Carolina,J1
University of Southern Denmark,
University of Tampere,J1
University of Technology of Troyes,학생장기비자
University of Texas at Austin,J1
University of Texas at Dallas,J1
University of Tours,학생비자
University of Tuebingen,
University of Utah,
University of Vaasa,
University of Verona,학생비자 D
University of Washington,
University of Western Australia,Student(subclass 500)
University of Wollongong,
University of Wyoming,J1
University of the Basque Country,학생 단기비자
University of the Sacared Heart,
University of the Sunshine Coast,
University of the West of England,불필요 (6개월 미만)
Uppsala University,거주허가
Ural Federal University,학생비자
Ural State University,
Utrecht University,
Vilnius University,Visa D
Vorarlberg University of Applied Sciences,
Vrije Universiteit Amsterdam,Residence Permit(거주 등록증) 발급
Vrije University,Student visa
Vytautas Magnus University,EU 학생비자
Warsaw School of Economics,학생비자
Waseda University,
Washington State University,J1
Western Illinois University,
Worms University of Applied Sciences,
Xi'an Jiaotong University,
York St John University,STSV 6
York University,No need
Zagreb School of Economics and Management,필요 없음
Zagreb school of economics and management,
Zurich University of Applied Sciences,대사관에서 발급
École centrale d'électronique,학생 비자
