Australia National University,"호주 교환학생 비자는 온라인으로 신청할 수 있으며, 발급이 빠르기 때문에 급하게 신청할 필요는 없다. 비용은 55만원 정도이며, 비교적 간단한 절차를 따른다. 건강검진은 필요하지 않으며, 자세한 신청 방법은 온라인 상에서 찾을 수 있다."
Australian National University,"If you receive a confirmation from Australian National University, it will include instructions."
Autonomous University of Barcelona,"대사관 위치와 구비서류는 대사관 사이트에 자세히 나와있으며 비자 신청시 모든 구비서류의 복사본을 준비해야하며, 학생 비자 받는 방법은 블로그에서도 찾을 수 있으나 대사관에 문의하는 것을 추천한다. 스페인 대사관 위치는 서울 종로구 종로 38 110-792이며, 전화번호는 010-5691-3393이다."
Autonomous University of Madrid,"스페인 비자 신청은 철저히 준비해야 하며, 인터넷에서 검색해 정보를 참고하는 것이 좋다. 비자 예약은 7월 중순이 가장 적당하며, 비자는 2주 후에 Pass 여부를 확인할 수 있다. 비자를 수령하기 위해 대사관을 두 번 방문해야 한다. 꼭 비자 신청부터 예약을 하며, 비자 서류 준비 관련 블로그를 참고해서 꼼꼼히 준비해야 하며, 이번 학기 파견 계획 중인 교환학생은 미리 비자 예약을 하면 근심 걱정 없이 교환을 준비 할 수 있다."
BEM Management School,"프랑스 대사관이나 Campusfrance를 통해 비자 신청을 하며, 대부분 인터뷰와 서류 제출이 필요하다. 비자 발급 소요 기간은 2주에서 2개월까지 다양하며, 비용 역시 8만원에서 30만원 사이로 차이가 있다. 비자 신청 준비를 서두르고, 출국 전에는 출국일정을 고려해 미리 처리하는 것이 좋다."
Beijing Institute of Technology,
Beijing Normal University,"중국 비자 신청은 복잡하며, 예약제와 사진 등 기준이 엄격하다. 중국 대사관의 지정여행사를 통해 비자 발급하는 경우가 많으며, 비자 발급 센터를 방문할 때는 예약이 필요하며, 서류 작성시 주의해야 한다. 비자 발급 기간은 5일에서 1주일정도 소요될 수 있다. 비자 발급은 여행사를 통해도 가능하다. 유학원을 통한 비자 발급은 조금 더 비싸지만, 편하다."
Berlin School of Economics,"한남동 독일대사관에서 유학생 비자 발급을 받았고, 비용은 60유로 또는 40유로로 소요되며 한국에서 비자를 받는 것과 독일에서 받는 것이 별 차이가 없다는 내용입니다."
Berlin School of Economics and Law,"대부분 한국에서 독일 비자를 신청하며, 대사관 방문해서 간단한 면접 후 비자를 발급받는 방법이 일반적이다. 미리 서류를 준비해두고 출국 날짜의 2~3달 전쯤에 예약을 잡아서 발급받는 것이 좋다. 비자 비용은 약 60~100유로 정도이며, 비자 발급을 위해 필요한 서류가 많으므로 블로그 등에서 정보를 참고하는 것이 좋다. 베를린에서 발급받는 것도 가능하지만, 아침 일찍 가지 않으면 못 받을 확률이 크다."
Berlin School of Economics and Law Schoneberg Campus,독일 대사관에서 비자 발급이 가능하지만 최장 체류 기간이 90일로 제한되어 있어 외국인청을 방문하여 비자를 받는 경우가 많다. 예약을 하고 가면 당일 비자를 받을 수 있으며 비용은 대략 50~60유로 정도이다. 서류를 잘 준비하여 외국인청을 방문하자. 슈페어콘토가 없어도 비자 발급이 가능하므로 여유를 가지고 방문하자.
Berlin University of Applied Sciences and Technology,"독일 학생비자를 받는 방법에는 한국에서 받거나 독일에 와서 받는 방법이 있으며, 베를린에서는 테어민에서 당일 발급 가능한 스티커비자가 있다. 서류가 준비된다면 최대한 빨리 테어민을 잡는 것이 좋다."
Birmingham City University,"저자는 외국인 학생으로 카자흐스탄에 방문하여 비자를 받았다. 필요한 서류는 여권, IELTS score, application, letter of acceptance, accommodation contract, bank statement, photo이며 승인을 받으면 스템프를 받게 된다. Invitation Letter만 제출하고 입국하였다. 대사관 위치, 구비 서류, 주의사항 등 자세한 내용은 없다."
Boise State University,"미국 유학을 위해 대사관 방문이나 인터넷을 통한 정보 수집이 필요하며, 비자 발급을 위해 서류 준비와 인터뷰 예약이 필요하고, 약 20만원의 비용이 든다. 인터뷰 예약은 최소 한 달 이상 걸리므로 미리 계획하고 긴급신청 제도를 활용할 수 있다. 비자 발급은 출국 세 달 전에 준비하는 것이 좋으며, 학생 비자 인터뷰는 단순하고 쉽다. Admission letter를 받으면 바로 비자 신청을 추천한다."
Bordeaux ecole de management(현 Kedge business school),"프랑스 비자 발급을 위한 서류 제출과 면접 날짜를 예약하는 것이 어려우므로, 교환학생 가는 것이 확정되면 즉시 예약해야한다. 친구들 모두 비자 문제로 스트레스를 받았다."
Bosphorus University,무비자 입국 시 거주확인증 발급 가능.
CBS International Business School,"독일 유학 비자 발급에 대해, 학교에서는 OT 주간에 필요한 서류를 설명해주지만 현지에서 발급하는 것이 좋다. 다만 발급 절차가 꼬일 가능성이 있고, 발급까지 최대 3개월이 걸릴 수 있다. 쾰른의 경우 비자 발급을 위해 슈페어콘토를 만들 필요가 없고, CBS 국제처 info session에 참여하면 구비 서류와 관할청 목록을 알 수 있다. 현지에서 발급 받으려면 쾰른 내 Kundenzentrum Rodenkirchen를 방문하고 여러 준비물이 필요하며 발급을 잘 해주지 않는 직원이 있다. 한국 독일대사관에서 미리 비자를 발급받는 방법도 있다."
CLARKSON UNIVERSITY,"주한미국대사관 홈페이지에서 비자 온라인 신청서를 작성하고 프린트하며, 인터뷰 당일에는 증명사진을 2-24매 정도 준비해야 한다. 학교 측에서는 비자 발급 절차를 대행해주며, 관청을 방문하여 발급비를 지불하면 된다."
Ca' Foscari University of Venice,이탈리아 비자는 온라인으로 미리 방문 예약하고 대사관에서 서류를 제출한 후 비자를 받을 수 있다. 비자 신청에는 많은 서류가 필요하며 최신 정보를 참고하는 것이 좋다. 비자 기간을 넉넉하게 잡아두면 좋다. 예약 후 2주 내에 비자를 받을 수 있다.
California State University San Marcos,"미국 대사관에서는 인터넷으로 비자 인터뷰 날짜를 예약하고, 인터뷰 후 비자가 붙은 여권이 배송된다. 대사관은 간단한 인터뷰를 진행하며 I-20만 제출하면 통과할 가능성이 높다. 단, 인터뷰 일정은 변경될 수 있으므로 빨리 발급 받는 것이 좋다."
"California State University, Long Beach","필수 서류인 여권, 비자신청 영수증, DS-160 확인 페이지, 비자 인터뷰 예약 확인서, 비자용 사진을 가지고 대사관에 가야하며, 추가적인 서류는 필수가 아님. 인터뷰 질문은 학교와 전공 등에 대해 잘 알고 있고 한국에 돌아올 의지를 보여주면 문제 없을 것."
Catholic University of Lille,"프랑스 대사관에서 비자 신청 및 면접을 위해 서류는 꼼꼼하게 챙기고, 캠퍼스프랑스 면접 후 대사관 면접 약속을 잡으면 됩니다. 학기 기간과 체류 기간에 따라 예금이 필요하며, 준비는 네이버 블로그나 카페를 통해 가능합니다. 프랑스 비자 신청 과정은 복잡하고 중간에 행정처리 비용도 들어갑니다. 최대한 빨리 준비하고 인터뷰 일정을 예약하는 것이 좋습니다."
Catholic University of the Sacred Heart,"이탈리아 대사관은 서울 용산구 한남대로 98 일신빌딩에 위치해 있으며, 비자 발급 절차가 복잡하므로 출국 예정일 3개월 전부터 서류를 준비하고 비자 인터뷰 일자를 미리 예약하는 것이 좋다. 인터넷으로 미리 예약해야 하며 수령에는 3주 정도 걸린다. 블로그에 자세한 정보가 있다."
Charles University,"이 글에는 체코로 유학하려는 학생들에게 필요한 비자 발급에 대한 정보가 담겨 있다. 한국에서 비자를 발급받을 경우 최소 2달, 길게는 3달 정도의 시간이 소요되며, 서류 준비에는 여러 가지가 필요하다. 대사관에서 발급받을 경우 신청부터 발급까지 약 2개월이 걸리는데, 일정에 여유가 없는 경우 제3국에서 발급받을 수도 있다. 준비할 서류는 입학허가서, 여권, 여권사본, 신청서, 거주지 입증 서류, 은행잔고증명서, 범죄경력회보서 등이 있다. 대사관에서 신청할 경우 블로그에서 서류 준비 정보를 확인할 수 있으며, 그 외에 다른 나라 대사관에서 발급받을 경우 해당 대사관 홈페이지를 확인하는 것이 좋다."
Chemnitz University of Technology,"Working Holiday Visa is a better option as it takes only 1-2 months to obtain, whereas a Student Visa requires significant financial preparation."
Chiba University,"주한 일본대사관에서 비자신청서, 재류자격인정서, 여권, 증명사진, 주민등록증 양면복사본이 필요하며, 일본에서 특별영주권을 땄던 경험이 있는 경우 다른 준비가 요구될 수 있다. 해당 문장은 영주비자 소유와 관련된 정보를 담고 있다."
Chinese University of Hong Kong,"홍콩 교환학생 비자를 받는 방법은 학교 측에서 메일로 지원서를 보내면 학교에서 스티커로 된 비자를 배송해준다. 비용은 대부분 500HKD이며 소요기간은 대부분 1달 정도이다. 다만, 학생들이 직접 비자를 받아야 하는 경우도 있다."
Chuo University,"일본 비자 발급을 위해서는 대사관에서 신청하면 된다. 서류를 제출하고 일반적으로 2일 내로 발급받을 수 있으며, 일부 경우 대행사를 이용해서 간편하게 발급받을 수도 있다. 대사관 홈페이지에서 필요한 서류와 운영시간등을 확인하고 서류 준비에 주의해야 한다."
City University of Hong Kong,"홍콩 대학에서는 대신 비자 신청을 해주는 경우가 많고, 필요한 서류를 제출하면 약 한 달 후 비자를 받을 수 있다. 대부분의 경우 비자 발급까지 최대 한 달 정도 걸리므로 미리 신청할 필요가 있다. 비자 발급 후에는 여권에 스티커 형태로 부착해야 한다."
Clarkson Univeristy,"학교에서는 비자 발급 절차를 도와주며, 관청과의 인터뷰 일정을 잡아주고 발급비를 지불하면 된다. 증명사진은 2-7매 정도 준비하는 것이 좋다."
Clarkson University,"대사관에서 SEVIS Fee와 비자 수수료를 납부하고 면접 예약 후 면접을 보며 필요한 서류를 제출해야 한다. 비자 면접은 준비가 필요하며, 일정에 따라 대기해야 하는 경우도 있다. 비자 발급까지는 두 세 주가 걸릴 수 있다."
College of Charleston,"비자 인터뷰 예약은 최소 3주전에 해야 마음이 편하며, 예약일을 빨리 잡으면 출국 전에 받을 수도 있다."
Columbia University,"미국 대사관에서 비자 신청 시 필요한 구비서류로는 여권, DS-160, 비자용 사진, I-20, 영문 성적표, SEVIS Fee 납부 확인 영수증, 토플 성적표, 재정증명서류 등이 있다."
Copenhagen Business Academy,"남대문 스웨덴 대사관에서 비자를 신청한 후, 이메일로 문서를 받아 덴마크 동사무소에서 Yellow Card를 받으면 된다. 덴마크 비자 발급에 대한 준비물과 절차는 인터넷을 참고하면 된다."
Copenhagen University College of Engineering,"덴마크 비자 발급은 개인적으로 대사관을 방문하여 필요 서류와 사진을 제출하며 20만원 정도 소요되며, 덴마크 대사관이 없어서 스웨덴 대사관을 통해 신청할 수 있고 40-50만원이 필요하며 2달 이상 시간이 걸린다. 따라서 스웨덴 대사관에서 덴마크 비자를 신청해야 한다."
Czech Technical University in Prague,"주한체코대사관 홈페이지에서 비자신청서를 작성하고 이메일로 인터뷰 일정을 잡아야 하며, 대사관을 방문해서 비자 심사를 받아야 한다. 비자 발급을 위해 준비해야 할 서류가 많으며, 블로그에서 자세한 정보를 찾아 볼 수 있다. 비자 발급에 대략 1~3개월 정도 소요될 수 있으니 충분한 여유를 갖고 준비하면 좋다."
Daito Bunka University,"일본 비자 발급은 대사관에서 직접 신청하여 발급되며, 발급시간은 대개 1주일 이내이다. 서류 작성에 의문이 있을 경우 대사관 직원에게 물어보면 친절하게 설명을 받을 수 있다. 상하이의 경우 중국 일본 대사관에서 비자 발급이 가능하다."
ECOLE SUPERIEUR DE COMMERCE INTERNATIONAL DE PAS DE CALAIS,프랑스 문화원에서 비자 인터뷰와 발급이 가능하다.
EDHEC Business School,
EPF School of Engineering,"프랑스 교환학생 비자 발급은 캠퍼스 프랑스와 프랑스 대사관 두 단계로 진행됩니다. 비자 신청 전에 필요한 서류를 준비하고, 면접을 봐야 합니다. 비자 발급에는 최소 2주~4주가 소요되기 때문에 출국이 임박하면 신청할 수 없습니다. 일정을 미리 확인하고 여유 있게 비자를 신청하는 것을 권장합니다. 비자 발급 전에 항공권은 예약하지 말아야 합니다. 비자 발급 후 여권에 부착된 형태로 배송됩니다."
ESADE Business School,온라인으로 비자 예약하고 대사관 방문 전 필요한 서류를 스페인대사관 홈페이지에서 확인하고 외교센터에서 공증을 받아 아포스티유를 발급한 후 대사관에 제출해야 한다.
Ecole de Management Leonard De Vinci,한남동에서 프랑스 캠퍼스 면접 후 신청했다.
Edith Cowan University,"3월에 호주 항공권을 끊고, 6월에 학생비자를 신청하기 위해 등록금을 낸 것."
Elon University,"준비기간 1주일, 동사무소 서류비용 5,000원, 비자신청비 100,000원이 들고, 직접 신청하는 것과 파견교에서 보내는 것이 있는데, 긴급비자신청이 가능하며 사유를 자세히 적어야 한다."
Emlyon Business School,"Applicants for a French student visa must first upload personal information, motivation letter, and acceptance letter from their exchange school on the Campus France website. After an interview with an officer from Campus France, applicants will receive a certificate which they need to submit to the French embassy."
Engineering College of Copenhagen,"구비서류 제출과 대사관 방문신청이 오래 걸렸지만, 대사관에서 6개월짜리 특별비자를 받아 출국 후 덴마크에서 연장했다."
Enhancing Science Courses by Integrating Python,"프랑스에서 공부하기 위해서는 학생비자를 신청해야하며, 주한 프랑스 대사관에서 서류제출과 인터뷰를 거쳐 비자를 받는다. 경비는 대략 40만원 정도이며, 대사관 직원들은 엄격하니 혼자서 시간을 엄수하면 좋다. 학교에서 보내는 서류를 통해 오티 첫 날에 신청하고, 약 1주일 후 집으로 우편으로 받을 수 있다."
Erasmus University Rotterdam,"5월 즈음, 네덜란드 이민국인 IND에 Residence Permit 신청을 이메일로 보냈다. PDF 파일로 대체 가능하며, 우편이 정상적으로 전달되었다면, 이메일이 올 것이다. 출국 전에 할 일은 Residence Permit 신청이 끝나면 네덜란드에 입국하여 지문과 홍채를 촬영해야 한다. 특히 Rotterdam의 경우, Central Station 근처에 IND가 있으므로 Google로 검색해서 찾으면 된다. 출국 전에는 학교 절차에 따라 진행해야 한다. 대사관 위치, 필수 서류 및 주의 사항을 꼭 확인해야 한다."
European University of Madrid,비자 대행사에서 입학허가서 및 서울의 재산 정보서류가 필요합니다.
FH Campus Wien,'오스트리아 대사관에서 이메일로 뭘 해야하는지 물었더니 바로 답변을 받았다.'
FH Kufstein,"오스트리아 비자 신청은 한국 대사관에서 신청하거나 현지에서 신청할 수 있으며, 서류와 비용이 많이 필요하다. 대사관은 광화문에 있으며, 미리 약속을 잡고 가야 하며, 주의할 사항으로는 여권 사진은 최근 1년 이내 찍은 것을 써야 한다는 점이 있다. 비자 발급 비용은 현금으로 지참해야 하며, 준비하는데 약 한달 정도 소요된다."
FHWien of WKW,"서울 광화문에 위치한 오스트리아 대사관에서 비자 신청을 하기 위해서는 여권, 여권용 사진, 발급 수수료 등 구비서류와 대사관 홈페이지를 통한 예약이 필요하며, 비자 발급은 대략 2주간 소요된다. 약간의 차이가 있겠지만 대체로는 다 비슷하게 구비서류를 준비해야 하고, 주의해야 할 점으로는 영어 서류와 환전 위주의 유로 가입증명서 등이 있으며, 서류는 원본과 복사본을 함께 제출해야 한다."
Fachhochschule Worms University of Applied Sciences,"독일에서 학교 지원으로 발급받은 비자를 위해 주한미국대사관에서 인터뷰를 거쳐 구비서류를 제출해야 하며, 인터뷰 때 개인의 부주의로 취소될 경우 수수료가 환불되지 않으므로 주의해야 한다. 인터뷰는 간단하며 대답만 잘하면 된다."
"Faculty of Economics and Business, University of Zagreb","미리 준비해야 하는 서류는 대학 승인 레터, 여권 사본과 사진, 계좌 잔고 증명, 건강 보험 서류, 범죄경력증명서이며, 도착 후 준비해야 하는 서류는 임시거주증 신청서와 거주지 증명서이다. 정확한 서류 준비 방법은 대학교에서 확인하는 것이 좋다."
Fairleigh Dickinson University,"캐나다는 6개월 이하 무비자 체류가 가능하며, 입국 시 출국 티켓과 숙소 정보가 필요하다. ETA 인터넷을 통해 비자를 간편하게 신청할 수 있다. 학생비자도 가능하다. 직접 비자신청하는 곳에 가서 신청할 수도 있다."
Fairleigh Dickinson University (Vancouver Campus),"캐나다 여행에서 6개월 이내에 한국으로 돌아온다면 비자를 신청하지 않아도 되며, 입국심사에서 귀국편 티켓을 제시하게 될 수 있습니다. 이 때, 학생 비자를 신청하지 않고 입학 허가서를 지참하는 경우도 있습니다. 전자여행허가(eTA)는 필요합니다."
Florida Gulf Coast University,주한미국대사관에 사전 신청 후 여권과 DS 2019를 지참하여 방문하여라.
Florida International University,"인터뷰는 면제되어 대부분 이메일로 소통하며, 학교와 컨택하여 비자 문제를 해결하는 것이 가장 빠른 길이다. 이메일을 꼼꼼하게 확인하는 것이 중요하다."
Florida State University,미국 교환학생을 위한 비자 신청 절차는 DS-2019서류를 받아 결제를 한 후 온라인으로 신청하고 인터뷰 예약을 합니다. 인터뷰 후 승인이 되면 미국 대사관에서 비자를 받을 수 있습니다. 인터뷰 당일은 사람이 많을 수 있으므로 일찍 가는 것이 좋습니다.
Fontys University of Applied Sciences,"네덜란드에는 대한민국 국민이 90일 이하로 체류하는 경우 비자가 필요하지 않으며, 90일 이상 체류하는 경우 거주허가증(레지던스 퍼밋)이 필요하다. 학교에서는 Visacare시스템을 통해 거주허가증 발급 프로세스를 안내해주며, 필요한 서류를 제출하고 현지에서 거주허가증을 발급 받는다. 발급비용은 거의 700유로(약 100만원)이며, 발급 후 6개월간 체류하는 경우나 1년간 체류하는 경우 가격은 동일하다."
Fontys University of Applied Sciences (Eindhoven),"네덜란드 교환학생은 비자 발급이 필요 없으며 거주허가증 발급이 필요하며, Fontys에서 제공하는 입학허가증 사본, 보험서류, 영문 가족관계증명서를 가져가야 한다. IND office와 City Hall을 방문하여 행정 절차를 밟으면서 거주허가증 발급 가능하며, 서류 사인 시 여권에 있는 사인과 같아야 한다."
Fontys University of Applied Sciences (Tilburg),
Fontys University of Applied Sciences (Venlo),"네덜란드는 비자가 아니라 거주허가증을 발급하며, 필요한 서류를 한국에서 준비하여 네덜란드 시청에서 제출하고, IND에서 생체정보 등록을 한 후 거주허가증을 받을 수 있습니다."
Fontys university of applied science,국제교류처의 안내에 따라 따라하면 됩니다.
Frankfurt School of Finance & Management,"독일 대사관에서 서류를 제출해 비자를 발급 받아야 함. 비자 신청은 한국에서 미리 받을 수도 있고 독일에서 발급 받을 수도 있음. 거주지 등록증, 재정증명자료, 보험서류, 여권 등이 필요한 서류. TK나 AOK 공보험을 들지 않아도 됨. 독일 계좌를 개설해야 하며, N26계좌 개설을 추천함. 학교 측에서 비자 해결 방법을 자세하게 설명해주므로 크게 걱정할 필요 없음"
Frankfurt University of Applied Sciences,"독일 여행을 할 경우 학생비자를 발급받지 말고 현지에서 발급받는 것이 편리하며, 비자 발급을 위해서는 재정보증서 등 일부 서류가 필요하다. 학교나 독일 외국인청에서 단체 신청을 하거나 독일 대사관에서 발급받을 수 있으며, 독일 파견학교 국제처에서 필요한 서류 리스트를 제공한다. 비자 발급을 위한 서류는 한국에서 준비해가거나 독일에서 발급받을 수도 있다."
Frankfurt school of finance & management,"독일 유학 준비 시, 계약서 종이와 은행 잔고 증빙, 보험을 준비해야 하며, 독일 대사관에서 미리 비자를 받아가는 것이 좋다는 내용."
Fudan University,"서울 대사관에서는 비자 발급을 미리 받을 수 있으며 필요한 서류는 인터넷 홈페이지에서 확인 가능합니다. 학교 입학 허가서에는 학기 시작일과 끝나는 날짜가 반드시 기재되어 있어야 합니다. 또한, 서울역 비자 발급 센터에서도 발급 가능합니다."
Fulda University of Applied Sciences,"독일 현지에서 비자 발급하는 것이 일반적이며, 한국에서는 독일대사관에서 신청 가능하다. 필요한 서류는 주로 학교증명서, 여권, 은행거래내역서, 보험가입서 등이며, 비용은 대략 50-150유로 사이이다. 테어민(약속)을 잡는 것이 중요하고, 부모님의 재정보증서가 필요한 경우가 있으므로 주의하자."
Furtwangen University,"독일 대학에 입학하려면 비자가 필요하다. 학교에서 비자 발급에 대한 도움을 받을 수 있다. 비자 발급을 위해서는 재정증명서나 일정 금액의 계좌가 필요하다. 일부 학교에서는 재정 보증 서류를 구비하기 어려운 학생들에게 비자 신청을 지원해준다. 최초에 발급받은 비자는 임시 비자이며, 이후에 IC에서 카드 형태의 전자 비자를 받을 수 있다."
George Washington University,"다나항공 여행사에서는 비자 발급 절차를 대행해주며, 직접 신청도 가능하다."
Grenoble Alpes University,프랑스 캠퍼스 프로그램 신청을 위해 대사관과 문화원에 각각 서류를 제출해야 하며 비자 발급까지 약 한 달 정도 소요된다. 캠퍼스 프랑스 인터넷으로 접수한 뒤 인터뷰를 받은 후 대사관에 나머지 서류를 제출하면 된다. 비용으로는 캠퍼스프랑스 인터뷰비용 2만엔과 대사관 비자신청수수료 55유로가 든다. 대사관 방문 후 비자가 나오기까지 보통 3주정도 소요되지만 사람마다 다르므로 미리 준비하는 것을 추천한다.
HEC Montreal,"학기 동안 미국 경유 항공편을 이용하는 경우 ESTA도 필요하니 참고하며, ETA 비자는 온라인에서 신청할 수 있습니다."
HU University of Applied Sciences Utrecht,"네덜란드 학교에 입학하기 위해서는 비자보다는 거주허가증이 필요하며, 비용은 약 400유로이다. 한국에서 미리 송금하고, 학교에서 거주증 발급 안내 및 대행을 해준다. 현지에서는 결핵검사를 받고 찾아가면 발급이 가능하며, 거주증 신청은 학교에서 메일로 구비서류와 비용을 알려준 후, 현지에서 발급을 받는 방식이다."
Haaga-Helia University of Applied Sciences,"핀란드에서 교환학생으로 거주하려면 거주비자가 필요하며, 종로에 있는 대사관에서 신청 후 2~3주에서 한 달 정도 내에 수령할 수 있다. 비용은 10만원 정도이며 서류 작성과 방문이 필요하다. 경비는 20만원 정도이며 신청 전 미리미리 준비하는 것이 좋다."
HafenCity University Hamburg,"함부르크 시청 옆 Welcome center에서 비자 신청을 하며, 필요한 서류와 약속날짜를 미리 예약하거나 새벽에 방문하여 신청할 수 있다. 비자 발급 대기자가 많으므로 빠른 준비가 필요하다."
Hague University of Applied Sciences,"야 합니다. 해당학교에서 요청한 서류를 출국 전에 보내야 하며, 네덜란드 거주 비자를 발급받아야 합니다."
Halmstad University,"스웨덴 대사관 홈페이지의 안내에 따라 필요한 서류를 준비하여 신청한 후, 약 한달 후에 거주 허가 승인을 받을 수 있다. 거주 허가 증은 대사관에서 직접 받거나, 이민청에서 우편으로 받을 수 있다. 구비 서류는 여권, 입학허가서, 의료보험 원본과 사본, 은행잔고 증명서, 사진 등이 필요하며, 방문 예약은 미리 전화로 해야 한다. 대사관에서 발급받으려면 미리 구비 서류를 확인하고 예약을 잡은 후 8주 정도 걸린다. 잔액증명서, 비자 발급 비용 등에도 유의해야 한다. 모든 절차는 온라인으로 진행되며, 거주허가증은 스웨덴에 도착한 후 방문하여 수령한다."
Hanze University of Applied Sciences,"대학에서 비자 신청을 대신해주며, 비자 발급을 위한 필요서류는 이메일로 제출하면 된다. 거주허가증도 학교에서 신청하며, 예약을 먼저 해야한다. IND를 통해 생체정보 등록 후 실물 카드 수령이 가능하며, 파견 학교에서 대행도 가능하다."
Hawaii Pacific Univeristy,면접 예약 시간보다 일찍 도착하는 것이 좋다. 붐비는 시간에 가면 대사관 앞에 줄이 길게 서있을 수 있다.
Hawaii Pacific University,"미국 교환학생 J-1 비자 발급을 위해서는 인터뷰가 필요하며, 대사관에서 예약 후 비자를 발급받을 수 있습니다. 발급 비용은 SEVIS FEE를 합쳐 30-50만원 예상됩니다. 인터뷰 면제 대상인 경우 서류 작성만 하면 됩니다. 대사관은 광화문에 위치하며, 인터뷰는 짧고 쉬운 내용만 물어봅니다. 인터뷰를 위한 줄이 길어 시간적 여유를 가지고 가는 것이 좋습니다."
Heidelberg University,"독일에 입국 후, 비자 신청은 한국 독일대사관에서 재정보증서만 받은 후 독일 시청에서 제출하거나 무비자 입국 후 하이델베르크 외국인청에서 신청서 양식을 받아서 작성하고 필요한 서류를 제출해야 합니다. 학교에서는 체류 기간에 대한 생활비 등을 안내해주며, 비자 발급 시 발급료 감면 혜택이 있는 Baden-wuettemberg 장학금이 있다면 지원 가능합니다."
Higher School of Economics,"러시아 유학 준비 시 주의사항으로는 초대장 발급 시기를 미리 파악해야하며, 구비서류를 미리 준비하고 인터넷으로 비자 예약을 해두는 것이 좋다. 대사관 예약을 미리 해야하며 초청장 발급이 가장 중요한 요소이다. 대사관 방문 전에 전자비자신청서를 작성하고 예약해야 한다. 이러한 정보는 인터넷 블로그 등에서 상세하게 확인할 수 있다."
